date,tweets,tweet_clean
2022-04-07,"Jadi ingat jaman reformasi 98
Lanjuuuttt dek mahasiswa 
#RakyatBersamaMahasiswa https://t.co/nSLlvNqmaL",jaman reformasi lanjuuuttt dek mahasiswa rakyatbersamamahasiswa
2022-04-07,"Dokumentasi ( 7 april ) konsolidasi aksi mahasiswa sekitaran jak-pus di UBK. Sampai ketemu di 11 april nanti.

#LawanPembajakKonstitusi https://t.co/JaRtYrXBxN",dokumentasi april konsolidasi aksi mahasiswa sekitar jak pus ubk ketemu april lawanpembajakkonstitusi
2022-04-07,"Hari ini, Jakarta Dipenuhi Aksi Demo Mahasiswa https://t.co/bLu7mUTWJK",jakarta penuh aksi demo mahasiswa
2022-04-07,"Pak Jokowi taat konstitusi &amp; UU.

Jika dicermati bolak - balik meme terlampir sambil croscek link resmi di gugel, O ALA tibakno PKB ta' yang salah satu bertanggung jawab tentang ""HAL"" itu hingga timbul polemik panas jadi gorengan kaderun &amp; dibeli mahasiswa.

Dukung Pemilu 2024 ! https://t.co/IynqVqhLhI",jokowi taat konstitusi amp uu cermat bolak meme lampir croscek link resmi gugel ala tibakno pkb ta salah tanggung timbul polemik panas goreng kaderun amp beli mahasiswa dukung milu
2022-04-07,"[HADIS 06 | 30 HADIS SEPANJANG RAMADAN]

""PUASA ITU PERISAI BAGI ORANG YANG BERPUASA""

Disediakan oleh :
EXCO KEROHANIAN DAN KEPIMPINAN
PERSATUAN MAHASISWA KELANTAN DARUL NAIM (PERDANA UKM) SESI 21/22
UNIVERSITI KEBANGSAAN MALAYSIA

#30HadisRamadan
#PerdanaUKM
#PerdanaDiHati https://t.co/bqrCVj4j3i",hadis hadis ramadan puasa perisai puasa sedia exco rohani pimpin satu mahasiswa lantan darul naim perdana ukm sesi universiti bangsa malaysia hadisramadan perdanaukm perdanadihati
2022-04-07,"Mahasiswa dan Rakyat harus bersikap tegas melawan segala bentuk kesewenang-wenangan aparat dan penguasa, yang merasa bebas melakukan apa saja terhadap siapa saja. https://t.co/oabXkLW3K8",mahasiswa rakyat sikap lawan bentuk wenang wenang aparat kuasa bebas
2022-04-07,"@KaredokLeunca__ @Helmi_Felis Setelah ada klarifikasi dari mahasiswa, kalau demo 11 april nanti tidak ada niat dan tujuan buat menurunkan jokowi sebagai presiden yg sah, para gembel2 politik yg kemarin teriak kencang mau melengserkan jokowi mulai ketakutan... 
🤣🤣🤣🤣
https://t.co/ZKKjeiqEfj",klarifikasi mahasiswa demo april niat tuju turun jokowi presiden sah gembel politik kemarin teriak kencang lengser jokowi takut
2022-04-07,"bahkan jika kamu punya temen dengan mental seperti ini sebaiknya dijauhi karena dia akan merugikanmu

pernah lihat tweet di base gitu, ada mahasiswa yg menghapus file skripsi temennya supaya temennya bisa ngulang bareng mahasiswa itu",temen mental jauh rugi tweet base gitu mahasiswa hapus file skripsi temennya temennya ngulang bareng mahasiswa
2022-04-07,"Rawe rawe rantas malang malang putung sudah ketakutan  dan kalang kabut mau ngibulin Rakyat terus, dipikir Mahasiswa, Emak Emak Militan, dan para Buruh &amp; Petani berotak Kebo😎
#RakyatBersamaMahasiswa #LengserkanJokowidanPejabatBejat https://t.co/MwSJwj13l0",rawe rawe rantas malang malang putung takut kalang kabut ngibulin rakyat pikir mahasiswa emak emak militan buruh amp tani otak kebo rakyatbersamamahasiswa lengserkanjokowidanpejabatbejat
2022-04-07,Mau tahu rasanya Ramadan di Australia? Mahasiswa Indonesia Nisrina Ikbar Wibisono menceritakan kisahnya puasa di benua kanguru tepatnya Melbourne. https://t.co/fzMypWxHKf,ramadan australia mahasiswa indonesia nisrina ikbar wibisono cerita kisah puasa benua kanguru tepat melbourne
2022-04-07,"Katanya rindu didemo...
Tapi kenapa setiap ada demo selalu ngacir....

#PresidenGakTauDiri
#PresidenGakTauDiri

https://t.co/28A4lFQdeu",rindu demo demo ngacir presidengaktaudiri presidengaktaudiri
2022-04-07,"@cybsquad_ Hidup Mahasiswa ! 
Klian Punya kepentingan tuk Rakyat 
Pak Pol punya kepentingan tuk Penguasa.
Atur strategi di lapangan yg baik Jngan Terjebak permainan Penguasa di lapangan",hidup mahasiswa klian penting tuk rakyat pol penting tuk kuasa atur strategi lapang jngan jebak main kuasa lapang
2022-04-07,Mahasiswa Demo..?? Rakyat akan menjadi Lawan... Mahasiswa anak2 ingusan itu ngakunya didukung rakyat.. Iya sih bener.. Rakyat kadrun yg ngiri lihat prestasinya Pak Jokowi.. Kadrun yg gagal move on dari Pilpres.. Kadrun yg ulamanya masuk penjara.. https://t.co/o85At7EFTa,mahasiswa demo rakyat lawan mahasiswa anak ingus ngakunya dukung rakyat iya rakyat ngiri prestasi jokowi gagal move on pilpres ulama penjara
2022-04-07,"@GeiszChalifah Mulai detik 0.30 ada yg teriakin @aniesbaswedan diikuti mahasiswa lainnya...
Mahasiswa, mantap  👍👍👍 https://t.co/GvYkiWxt9Y",detik teriakin ikut mahasiswa mahasiswa mantap
2022-04-07,"@VICE_ID Jadi Presiden yang didemoin Mahasiswa, biar di dalem istana gue mikir ""Dulu gue demo, sekarang didemoin hadeh""",presiden didemoin mahasiswa biar dalem istana mikir demo didemoin hadeh
2022-04-07,@Bambang89158606 @__Sridiana_3va Dukung DEMO tertib Mahasiswa demi kebaikan Bangsa,dukung demo tertib mahasiswa baik bangsa
2022-04-07,@Dennysiregar7 Den den...kau brani cuman cuap2 dalam ruangan....coba liatin moncong hidungmu pada saat mahasiswa demo.,den den kau brani cuman cuap ruang coba liatin moncong hidung mahasiswa demo
2022-04-07,"Yes. I-Tsing, Nalanda mahasiswa/i dr universitas candi kedaton. Mrk bljr sansekerta, peradaban dunia, arkeologi, teologi, kebudayaan, dan ll. Java minor (marcopolo) itu prnh jd episentrum pendidikan dunia di abad 7-12 yg kmudian bertemula darah singosari, majapahit dan melayu dsn https://t.co/8TUXGqp8HP",yes tsing nalanda mahasiswatuxgqphp
2022-04-07,"Mahasiswa padahal berjuang juga demi istri, anak, sodaranya pak polisi, Agar Indonesia lebih baik. Bisa beli minyak, bbm dll dengan harga murah,  Jadi sebaiknya mengayomi adik2 mahahasiswa dengan lembut saja. https://t.co/4Xn8sdyKcA",mahasiswa juang istri anak sodaranya polisi indonesia beli minyak bbm dll harga murah ayom adik mahahasiswa lembut
2022-04-07,"Jangan hanya mahasiswa, kita ikut ramaikan juga. Dukung dengan maksimal sesuai kapasitas kita https://t.co/qc0FpO2rFQ",mahasiswa ramai dukung maksimal sesuai kapasitas
2022-04-07,kampus mahasiswa terkaya di Indonesia https://t.co/SoBvEWCp2X,kampus mahasiswa kaya indonesia
2022-04-07,@FiersaBesari Ucap mahasiswa yang disuru dosen nyari suatu masalah terus disuru nyari solusinya,mahasiswa disuru dosen nyari disuru nyari solusi
2022-04-07,"Demo Tolak Kenaikan BBM, Puluhan Mahasiswa Blokade Jalan Utama Kabupaten Majalengka https://t.co/1Zu59rbeeJ https://t.co/KdarR9VAl7",demo tolak naik bbm puluh mahasiswa blokade jalan utama kabupaten majalengka
2022-04-07,"@Miss_warawiri 99% kasus mahasiswa demo itu ga tau akar masalahnya apa, kambing yang ikut gambala. Buat keren2an cerita di kampus, Kaya demo omnibus law kemarin. 🤣🤣",mahasiswa demo akar kambing tidakmbala keren cerita kampus kaya demo omnibus law kemarin
2022-04-07,"@Bintangnuklir Nggak gitu juga caranya kaleee... kalau memang suara rakyat, tuntutan rakyat, ada mekanisme nya, nggak asal main paksa dengan massa begini. Ya wajar kalau aparat bertindak kalau ada yg nggak sesuai rule... Mahasiswa tuh kaum terpelajar, tahu dan paham aturan...",gitu kaleee suara rakyat tuntut rakyat mekanisme main paksa massa wajar aparat tindak sesuai rule mahasiswa tuh kaum ajar paham atur
2022-04-07,"Mahasiswa harus menerapkan apa yg telah ia dapat &amp; berbagi dgn orang lain, bukan sombong dgn hasil berupa angka &amp; huruf (nilai) !",mahasiswa terap amp bagi sombong hasil angka amp huruf nilai
2022-04-08,"@IstanaLurah Goyang krn mereka buat lubang utk diri sendiri, coba gk mewacanakan : 3 priode atau tunda pemilu, trus harga2 naik, gk akan kejadian tuh mahasiswa dan elemen masyarakat ikut turun ke jalan melawan keinginan penguasa saat ini. 
Biar saja mrk goyang trus oleng selanjutnya karam",goyang lubang coba wacana priode tunda milu harga jadi tuh mahasiswa elemen masyarakat turun jalan lawan kuasa biar mrk goyang oleng karam
2022-04-08,@democrazymedia Semangat kawan kawan mahasiswa,semangat kawan kawan mahasiswa
2022-04-08,@NyaiiBubu Dukung AKSI MAHASISWA BELA NEGARA,dukung aksi mahasiswa bela negara
2022-04-08,@Pelangi75673271 Mahasiswa kok ga paham persoalan ekonomi yg sedang terjadi... Saatnya kampus bersih2 nih,mahasiswa paham ekonomi kampus bersih nih
2022-04-08,"@FirmanXperia jadi orang bali jangan jadi provokator. saya orang bali tidak masalah mahasiswa di bali bergerak mengkritik kebijakan pemerintah daerah &amp; pusat, asalkan itu atas kemauan mereka sendiri, alias netral. mahasiswa harus netral dalam melakukan aksinya.",bal provokator bal mahasiswa bal gerak kritik bijak perintah daerah amp pusat mau alias netral mahasiswa netral aksi
2022-04-08,"Udah terlalu sering dibohongi. Jadi siapa yang mau percaya Wiranto beri jaminan pada mahasiswa gak akan ada presiden tiga periode? Syarat amandemen UUD 1945 itu berat, tapi gak ada yang mustahil buat dipermudah...",bohong percaya wiranto jamin mahasiswa presiden periode syarat amandemen uud berat mustahil dipermsudah
2022-04-08,"@TaufikDamas Yg disuarakan tidak sesuai dgn masalah sesungguhnya di +62.  Kenapa mahasiswa tidak medorong (membantu) pemerintah untuk penyelesaian (menagih piutang) BLBI yg sekarang sdg dilakukan, mendemo DPR perihal uu pemiskinan koruptor?  Mahasiswa diposisi mana ? hallo…",suara sesuai sungguh mahasiswa medorong bantu perintah selesai tagih piutang blbi sdg demo dpr perihal uu miskin koruptor mahasiswa posisi hallo
2022-04-08,"Kepada ank2 mahasiswa jgn kalian takut pd pihak2 yg berusaha menghalangi kalian lawan lh Krn mrklah musuh bangsa ini yg sebenarnya..(para penjilat, haus kekuasaan, pendewa harta dan ank turunan Londo Ireng) https://t.co/RTcZOTMFuj",ank mahasiswa jgn takut pd usaha halang lawan lh mrklah musuh bangsa jilat haus kuasa dewa harta ank turun londo ireng
2022-04-08,"Mahasiswa adalah agen perubahan dan pastinya mahasiswa bukanlah kek BuzzeRp piaraan elite penguasa. 🙄

#MahasiswaBergerak https://t.co/yhMlCG7TiE",mahasiswa agen ubah pasti mahasiswa kek buzzerp piara elite kuasa mahasiswa gerak
2022-04-08,"""Aku,manusia saiya super,emosi yg meletup dari hati yang damai..""❗

Tulisan itu bgitu kuat menancap dari dulu,saat masih doyan mengikuti cerita dragon ball.
Mahasiswa !
Merekalah ternyata manusia saiya super itu 😮
💪",manusia saiya super emosi letup hati damai tulis bgitu kuat tancap doyan ikut cerita dragon ball mahasiswa manusia saiya super
2022-04-08,"Pak @ganjarpranowo dikerumuni mahasiswa usai memberikan kuliah umum di Universitas Sumatera Utara (USU).

Di mana pun, pak Ganjar selalu jadi idola. 👍

#SahabatGanjar https://t.co/iogozmnBv9",kerumun mahasiswa kuliah umum universitas sumatera utara usu ganjar idola sahabatganjar
2022-04-08,"Tolak Wacana Tiga Periode Presiden Jokowi, Ribuan Mahasiswa Bogor Minta Hal Ini dan Ancam Geruduk Istana https://t.co/OKNSbxsMD1 lewat @Repelita Online",tolak wacana periode presiden jokowi ribu mahasiswa bogor ancam geruduk istana online
2022-04-08,"@FirmanXperia lagi belajar pak biar pintar, kalau mahasiswa di bali mau bergerak, ya silahkan, tapi biarkan mereka bergerak atas kemauan sendiri, bukan karena dipaksakan / dibacking baik oleh kelompok pro pemerintah ataupun kontra pemerintah.

anda orang bali? mari jaga bali bersama2 🙏🏻",ajar biar pintar mahasiswa bal gerak silah biar gerak mau paksa dibacking kelompok pro perintah kontra perintah bal mari jaga bal
2022-04-08,"@_Lin_Apr1lia @seruanhl Mereka yang telah ...mengorbankan generasi muda dan akhirnya kini sepertinya..?? Mahasiswa pun sudah mulai..
#MAHASISWA_DIBERAKINKORUPTOR
#MAHASISWA_DPR_TOLAKUU_MISKINKANKORUPTOR dan diam..",korban generasi muda mahasiswa mahasiswa diberakinkoruptor mahasiswa dpr tolakuu miskinkankoruptor diam
2022-04-08,@Lelaki_5uny1 Mahasiswa demo akan dihadang dengan mahasiswa remote. Duduk manis dan tertawalah kalian Kakak2 Pembina,mahasiswa demo dihadang mahasiswa remote duduk manis tertawa kakak bina
2022-04-08,"@geloraco Saran buat pak polisi agar minyak goreng turun harganya,pada waktu mahasiswa dan anak STM demo bapak beri jalan mereka masuk gedung DPR,pintu pagarnya pura pura di tutup,waktu mereka masuk bpk polisi pura pura tdk lihat,klo gedung DPR uda diduduki,mungkin migor baru turun hargany",saran polisi minyak goreng turun harga waktu mahasiswa anak stm demo jalan gedung dpr pintu pagar pura pura tutup waktu bpk polisi pura pura tdk gedung dpr uda duduk migor turun hargany
2022-04-08,"@ElinaDio Mahasiswa nya yg goblok,ntar dipermalukan lagi ditvone bingung 😕",mahasiswa goblok ntar malu ditvone bingung
2022-04-08,Selamat! Mahasiswa FISIP UNPAS Terpilih sebagai Duta Kesehatan Indonesia 2022 https://t.co/Xvyq8zwSxf,selamat mahasiswa fisip unpas pilih duta sehat indonesia
2022-04-08,"Wow, Dua Mahasiswa Asal Belanda Ini Pilih Magang di UNISSULA https://t.co/hE54Lzhdqe",wow mahasiswa belanda pilih magang unissula
2022-04-08,Selamat! Mahasiswa FISIP UNPAS Terpilih sebagai Duta Kesehatan Indonesia 2022 - https://t.co/WZBF1ilpVc,selamat mahasiswa fisip unpas pilih duta sehat indonesia
2022-04-08,"Mahasiswa Ikutan demo,ditanya permasalahannya apa,gatau.ikutan demo cuma buat konten di medsos.iiii kodong https://t.co/wCI5Yitdpi",mahasiswa ikut demo masalah gatau ikut demo konten medsos iiii kodong
2022-04-08,@PopoleTv mantap Palembang 😎👍🏻 maju terus adik adik mahasiswa,mantap palembang maju adik adik mahasiswa
2022-04-08,"Ingatkah Anda kapan bergabung dengan Twitter? Ya, saya ingat! #HariJadiTwitterSaya selamat kpd ade"" mahasiswa yg berjuang demi rakyat indonesia https://t.co/yTAQAlK5LG",ingat gabung twitter harijaditwittersaya selamat kpd ade mahasiswa juang rakyat indonesia
2022-04-08,@zarnaout45 Aparat udah mirip pembunuh resmi dr peerintah jaanan..siap habisin mahasiswa dan semua rakyat yg nggak ngapa ngapain,aparat bunuh resmi dr peerintah jaanan habisin mahasiswa rakyat ngapa ngapain
2022-04-08,@__Sridiana_3va @BBCBreaking @cnnbrk @BBCWorld @democrazymedia @BBCNewsAsia @ABC @nytimesworld @BBCLondonNews @ChannelNewsAsia Trimakasih mahasiswa tasik yg sdh bergerak mewakili Rakyat masyarakat Tasik kota https://t.co/CkDHIt7zVR,trimakasih mahasiswa tasik sdh gerak wakil rakyat masyarakat tasik kota
2022-04-08,"Mahasiswa Lakukan Aksi Dorong Sepeda Motor, Sindir Kenaikan Harga dan Kelangkaan BBM https://t.co/pmFlidooqe https://t.co/HqSFWWkIyH",mahasiswa laku aksi dorong sepeda motor sindir naik harga langka bbm
2022-04-08,"@Bintangnuklir Salahnya sendiri, lagian kok ya pake segala demo2 bikin macet jalan.
Jangan manja jadi mahasiswa. Ga mampu beli pertamax ya pake pertalite, gitu kok repot. Ga mampu beli pertalite ya naik angkot....",salah pakai setidakla demo bikin macet jalan jantidakn manja mahasiswa beli pertamax pakai pertalite gitu repot beli pertalite angkot
2022-04-08,[cm] guys tanya dong menurut kalian dosen yang menuntut agar mahasiswa nya nurut sama semua kebijakan beliau tanpa boleh mempertanyakan kebijakan beliau tuh gimana? sender udah frustasi banget ini ngehadepin dosen ini 😭 tia.,cm guys dosen tuntut mahasiswa nurut bijak beliau bijak beliau tuh gimana sender frustasi ngehadepin dosen tia
2022-04-08,"Beberapa mahasiswa dr berbagai kampus, di bogor. jabar 08 04 2022
#MahasiswaBergerak #RakyatBersamaMahasia https://t.co/OBvp4mcYb0",mahasiswa dr kampus bogor jabar mahasiswa gerak rakyatbersamamahasia
2022-04-08,"@007koteka Semoga Mahasiswa benar adanya... dan jangan sampai ..menjadi..
#MAHASISWA_DIBERAKINKORUPTOR
#MAHASISWA_DPR_TOLAKUU_MISKINKANKORUPTOR",moga mahasiswa mahasiswa diberakinkoruptor mahasiswa dpr tolakuu miskinkankoruptor
2022-04-08,"Ok Kita pasang Pola Habis2an bagaimana, Apa seluruh element bangsa Sudah bbersatu????
MAHASISWA
BURUH
212
EmakEmak
Anak StM
Netijen

#PolisiDukunglahMahasiswa
#JokowiBorokReformasi
#NegaraAsalKelola
#RakyatBersamaMahasiswa https://t.co/SmzUZZj7eg",ok pasang pola habis element bangsa bbersatu mahasiswa buruh emakemak anak stm netijen polisidukunglahmahasiswa jokowiborokreformasi negaraasalkelola rakyatbersamamahasiswa
2022-04-08,"Dan banyak korban yang berjatuhan dari buruh, mahasiswa dan rakyat saat demonstrasi. Darah dan air mata mengalir atas perjuangan penolakan UU Omnibuslaw. Banyak aktivis dan ibu rumah tangga yg dipenjara karena menolak UU omnibuslaw tapi pemerintah tidak bergeming https://t.co/H8EXMHGVbw",korban jatuh buruh mahasiswa rakyat demonstrasi darah air alir juang tolak uu omnibuslaw aktivis rumah tangga penjara tolak uu omnibuslaw perintah geming
2022-04-08,"Bismillah.... Insya Allah kalian tumbang, Smg Bulan Suci Ramadhan ini, membawa keberkahan dan keberhasilan Rakyat dan Mahasiswa... Aamiin🤲 https://t.co/nvWKkEsdOd",bismillah insya allah tumbang smg suci ramadhan bawa berkah hasil rakyat mahasiswa aamiin
2022-04-08,@herricahyadi @salamui Kirain ini efek pandemi Bang? Mahasiswa bukannya masih pada kuliah online ya? #berusahahusnuzon,kirain efek pandemi bang mahasiswa kuliah online berusahahusnuzon
2022-04-08,@democrazymedia Mahasiswa &amp; rakyat super prioritas https://t.co/FViHoo5eb7,mahasiswa amp rakyat super prioritas
2022-04-08,"Mental ""penjilat ""masih tumbuh sangat2 subur di negri ini, makanya perlu revolusi lgi, rezim silih berganti namun si Londo Ireng tetap bercokol kuat dekat kekuasaan ""secara bergiliran"", kasihan kpd ank2 mahasiswa yg demo berjilid2 dan rela korbankan nyawanya..",mental jilat tumbuh subur negri revolusi lgi rezim silih ganti si londo ireng cokol kuat kuasa gilir kasihan kpd ank mahasiswa demo jilid rela korban nyawa
2022-04-08,"@JimmySimbar4 @AgusYudhoyono Kini Mahasiswa aja sudah..
#MAHASISWA_DIBERAKINKORUPTOR
#MAHASISWA_DPR_TOLAKUU_MISKINKANKORUPTOR",mahasiswa mahasiswa diberakinkoruptor mahasiswa dpr tolakuu miskinkankoruptor
2022-04-08,menunggu media berada dibarisan mahasiswa dan rakyat https://t.co/vpbtpE9Sek,tunggu media baris mahasiswa rakyat
2022-04-08,"Unjuk rasa Pergerakan Mahasiswa Islam Indonesia, PMII UIN Walisongo Semarang di depan Kantor Gubernur Jawa Tengah, berlangsung ricuh.

Mahasiswa apa preman demo kok ampe malam https://t.co/kqkv9dl5K6",unjuk gera mahasiswa islam indonesia pmii uin walisongo semarang kantor gubernur jawa tengah ricuh mahasiswa preman demo ampe malam
2022-04-08,"@MardaniAliSera Maksud kamu, mahasiswa yg kena gebuk dan kalian yg akan menerima uang dari bohir? Cuma nanya",mahasiswa gebuk terima uang bohir nanya
2022-04-08,"@_Lin_Apr1lia keknya yang mahasiswa tuntut tuh Pak Jokowi disuruh mundur, bukan soal wacana 3periode🤷🏽",kek mahasiswa tuntut tuh jokowi suruh mundur wacana periode
2022-04-08,"@DelfiaDior @pratiwikwardani @BEM_SI @jokowi Yg ada jg rezim sekarang lg was2, karena masyarakat semakin kritis. Untunglah ada mahasiswa yg sekarang berani turut menyuarakan ☺️",rezim lg was masyarakat kritis untung mahasiswa berani suara
2022-04-08,@RickyKardjono @RSoeranuraga Kekuatan Jokowi ada pada rakyat bukan pada mahasiswa,kuat jokowi rakyat mahasiswa
2022-04-08,"Saya jadi ingat saat aksi penolakan UU Omnibuslaw cipta kerja, hampir semua daerah dari buruh, mahasiswa dan rakyat menolak dgn demo besar2 an tapi pemerintah tidak bergeming tetap saja UU tsb berlaku. Akankah hal tsb akan sama nasib nya dgn aksi 11 april nanti??",aksi tolak uu omnibuslaw cipta daerah buruh mahasiswa rakyat tolak demo an perintah geming uu tsb laku tsb nasib aksi april
2022-04-08,"paling males kelas pagi di lantai 4 harus naik turun tangga, lift gabole dipake mahasiswa pdhl mahasiswanya udah jompo akut",males kelas pagi lantai turun tangga lift gabole dipake mahasiswa pdhl mahasiswa jompo akut
2022-04-08,"🇮🇩 mahasiswa baru
🇺🇸 𝘧𝘳𝘰𝘴𝘩 (C)",mahasiswa
2022-04-08,"🤣🤣🙉
Mahasiswa kerupuk 🙃 https://t.co/ZV6L6yiyeM",mahasiswa kerupuk
2022-04-08,"@Bintangnuklir Pertamax naik kok demo, anak mahasiswa sekarang pada goblok apa ya🙄 Mudah""an yang pinter lebih banyak...",pertamax demo anak mahasiswa goblok ya mudah an pinter
2022-04-08,"@Karyo251983 @Jens_vista @CNNIndonesia @KompasTV @tvOneNews @TRANSTV_CORP @Indosiar @ReflyHZ @KRMTRoySuryo2 @msaid_didu @Helmi_Felis @Mdy_Asmara1701 @Nicho_Silalahi Mahasiswa demo, 
Anda dan keluarga cuma nonton di tv.

ENAK BENER LU KMVRED !!!",mahasiswa demo keluarga nonton tv lu kmvred
2022-04-08,@sutanmangarahrp Tdk akan terjadi krn misi mahasiswa skrng bkn lg mewakili rakyat tp berubah menjadi Mahasewa.,tdk misi mahasiswa skarenag bkn lg wakil rakyat ubah mahasewa
2022-04-08,"#Nusantara Mereka meminta bertemu DPRD Banyumas dan Bupati Banyumas untuk menyampaikan tuntutan mereka terkait berbagai isu di Pemerintahan Presiden Joko Widodo. #Demonstrasi #AksiMahasiswa 

https://t.co/2ZwPCj7Tbn",nusantara temu dprd banyumas bupati banyumas tuntut kait isu perintah presiden joko widodo demonstrasi aksimahasiswa
2022-04-08,@BuronanMabes Trimakasih mahasiswa trnyata kalian msh peduli negri mu bangsa mu Rakyat ini https://t.co/LzGAwFxuVK,trimakasih mahasiswa trnyata peduli negri mu bangsa mu rakyat
2022-04-08,@geloraco Pak wir mau ngerem gerakan mahasiswa..? Sebaiknya anda pulihkan dulu usus anda yg dipotong kemarin..,wir ngerem gera mahasiswa pulih usus potong kemarin
2022-04-08,"@Minietweets_ @budimandjatmiko Politisi mana yg d wakili cok.. 
Gw rakyat.. 
Gw setuju sma mahasiswa.. 
Lu gk tw susah ny cari uang 50ribu dlm 1hari..
Tau ny hbis cman buat beli mnyak goreng.",politis wakil cok gw rakyat gw tuju sma mahasiswa lu tw susah ny cari uang ribu dlm ny hbis cman beli mnyak goreng
2022-04-08,"Rencana Aksi Demo Mahasiswa 11 April 2022, Wiranto  Undang BEM dan Sebutkan Hal Ini https://t.co/K30KGzupX9",rencana aksi demo mahasiswa april wiranto undang bem sebut
2022-04-08,"@DelfiaDior @BEM_SI Ya gpp, itu namanya opini anda. Kalau opini saya berbeda, mahasiswa yg kritis adalah mahasiswa yg peka terhadap situasi di sekitarnya, dan berani menyatakan pendapatnya 👍🏼",gpp nama opini opini beda mahasiswa kritis mahasiswa peka situasi berani dapat
2022-04-08,"Kalau mahasiswa yg demo sekarang itu mahasiswa yg tidak didukung oleh rakyat.
Justru mereka telah mengingkari aspirasi rakyat itu sendiri.
Apa demo mahasiswa kali karena faktor maju tak gentar membela yg bayar ? 
Waktu yg akan membuktikannya. https://t.co/fe3JY5eFuE",mahasiswa demo mahasiswa dukung rakyat ingkar aspirasi rakyat demo mahasiswa faktor maju gentar bela bayar waktu bukti
2022-04-08,"@RamliRizal Ha ha ha wk wk wk orang dendam sakit hati stress berat karena dipecat dari jabatan Menko, RizalRamli  ngomporin mahasiswa yg mau demo, lihat aja ntar hari Senin, Jokowi ada dimannaaaa, yang demo ngaco digebugin TNI.POLRI belum lagi yang ditangkepin masuk cel Polda Metro !!!",ha ha ha wk wk wk dendam sakit hati stress berat pecat jabat menko rizalramli ngomporin mahasiswa demo ntar senin jokowi dimannaaaa demo ngaco digebugin tni polri ditangkepin cel polda metro
2022-04-08,"@CNNIndonesia Saya GK yakin mereka mahasiswa beneran, paling golongan panasbung....pasukan nasi bungkus",mahasiswa beneran golong panasbung pasu nasi buntidakus
2022-04-08,"@__AnakKolong Bermimpi gagah perkasa menggaungkan makar terselubung kata bijak,mengajak dn menghasut mahasiswa,apa daya mimpi hanya skdr mimpi,ilusi halusinasi gila sendiri,smga sgra di bangunkan polisi utk msuk jeruji besi 😊",mimpi gagah perkasa gaung makar selubung bijak ajak dn hasut mahasiswa daya mimpi skdr mimpi ilusi halusinasi gila smga sgra bangun polisi msuk jeruji besi
2022-04-08,"@PrilHuseno Apakah demo mahasiswa PERLU IZIN ?

Ya kalau besar besaran jelas gak bakal dikasih izin.

Klu cuma 200 orang bisa dikasih izin. Tapi dibully ma buzzeRp.....Cuma seuprit gak usah didengar",demo mahasiswa izin besar kasih izin klu kasih izin dibully ma buzzerp seuprit dengar
2022-04-08,"@NdrewsTjan Yang bikin tuntutan mahasiswa positif gagal turunkan harga harga ya mereka ini..

mereka punya agenda dungu turunkan jokowi akhirnya ya mahasiswa gerakannya seakan ditunggangi oposisi....

jokowi itu sebenarnya sering melunak terhadap tuntutan...",bikin tuntut mahasiswa positif gagal turun harga harga agenda dungu turun jokowi mahasiswa gera akan tunggang oposisi jokowi lunak tuntut
2022-04-08,"@Askrlfess gue dukung sih memang harusnya sudah ada yang demo menyampaikan pendapat krn situasi negara yg makin amburadul, semangat mahasiswa!",dukung demo dapat situasi negara amburadul semangat mahasiswa
2022-04-08,"Orasi Mahasiswa 

Potong bebek angsa...masak di  kuali
Gagal ngurus bangsa...minta tiga kali
Bohong kesana....bohong kesini
Lalalalalalalaala.... https://t.co/nVMcYezBo5",orasi mahasiswa potong bebek angsa masak kuali gagal ngurus bangsa bohong kesana bohong kesini lalalalalalalaala
2022-04-08,"Cuma mahasiswa ogeb aja yang mau ikutan 😂😂😂

Mau aja dijadiin bebek cuma dikasih cepe ma nasbung!
Mikirrr https://t.co/KgWQvnkxz2 https://t.co/rvT9hRrhXX",mahasiswa ogeb ssaja ikut ssaja dijadiin bebek kasih cepe ma nasbung mikirrr
2022-04-08,Facebook sebenarnya merupakan sebuah judul dari sebuah buku (katalog) yang memuat daftar nama seluruh mahasiswa dan dosen di Univ. Harvard.,facebook judul buku katalog muat daftar nama mahasiswa dosen univ harvard
2022-04-08,"@wong_ndeso579 @MardaniAliSera Kalo ditangkep, dan DROP OUT.
@PKSejahtera bisa tanggung jawab apa ???

GA ADAAAAA !!!

Rijik ditangkep aja ga ada yg bela, palagi cuma mahasiswa.

RESIKO TANGGUNG SENDIRI.
@BEMUI_Official",ditangkep drop out tanggung adaaaaa rijik ditangkep bela palagi mahasiswa resiko tanggung
2022-04-08,"terutama yg muda2 itu, sering songong bgt sm mahasiswa. pernah dulu demo yg ngomong di Toa bawa catatan trus mreka ketawain ""katanya mahasiswa, demo kok membaca"" trus disinggung sm mba2 sblahnya ""drpd kau ga pernah membaca"" 😎 mba2 savage i love u.",muda songong bgt mahasiswa demo ngomong toa bawa catat mreka ketawain mahasiswa demo baca singgung mba sblahnya drpd kau baca mba savage love
2022-04-08,"@convomf ih gue gapaham, dia bilangnya mahasiswa kupu” juga kyk gue tapi dia suka ngepap lg nongki, what is it??? extro kali ya",ih gapaham bilang mahasiswa kupu kyk suka ngepap lg nongki what is it extro
2022-04-08,Selamat berjuang adek2 mahasiswa..awas penyusup dan provokator.. https://t.co/rZTnOEj1ME,selamat juang adik mahasiswa awas susup provokator
